id,symbol,seqnames,strand,TSS,type
ENSMUSG00000073538.10,E330020D12Rik,chr1,-,153404827,processed_transcript
ENSMUSG00000042708.12,Shcbp1l,chr1,+,153425162,protein_coding
ENSMUSG00000064435.1,Gm25588,chr1,+,153440079,snoRNA
ENSMUSG00000103543.1,Gm37669,chr1,+,153443481,TEC
ENSMUSG00000042699.11,Dhx9,chr1,-,153455758,protein_coding
ENSMUSG00000042684.8,Npl,chr1,-,153503015,protein_coding
ENSMUSG00000099858.1,Gm6652,chr1,-,153619604,processed_pseudogene
ENSMUSG00000042671.12,Rgs8,chr1,+,153653025,protein_coding
ENSMUSG00000100945.1,Gm29529,chr1,-,153690391,antisense
ENSMUSG00000102404.1,5530400K19Rik,chr1,+,153714654,TEC
ENSMUSG00000100334.1,C230024C17Rik,chr1,-,153721240,lincRNA
ENSMUSG00000026475.7,Rgs16,chr1,+,153740349,protein_coding
ENSMUSG00000099568.1,Gm28513,chr1,-,153743552,antisense
ENSMUSG00000066800.11,Rnasel,chr1,+,153749426,protein_coding
ENSMUSG00000100183.1,Gm28512,chr1,+,153750682,sense_intronic
ENSMUSG00000042641.18,Rgsl1,chr1,-,153779381,protein_coding
ENSMUSG00000045968.7,Teddm2,chr1,-,153849542,protein_coding
ENSMUSG00000043282.3,Teddm1b,chr1,+,153874345,protein_coding
ENSMUSG00000102459.1,Gm38352,chr1,-,153889741,TEC
ENSMUSG00000047053.5,Teddm1a,chr1,+,153891742,protein_coding
ENSMUSG00000099227.1,Mir8114,chr1,+,153899926,miRNA
ENSMUSG00000026473.15,Glul,chr1,+,153899944,protein_coding
ENSMUSG00000100014.1,Gm29290,chr1,+,153939226,lincRNA
ENSMUSG00000101903.1,Gm29291,chr1,-,154003396,lincRNA
ENSMUSG00000100502.1,Gm28286,chr1,-,154027363,lincRNA
ENSMUSG00000100627.6,A830008E24Rik,chr1,-,154037597,lincRNA
ENSMUSG00000088669.1,Gm25336,chr1,-,154080095,snoRNA
ENSMUSG00000066797.6,Zfp648,chr1,+,154201187,protein_coding
ENSMUSG00000099933.1,4930452N14Rik,chr1,-,154241521,lincRNA
ENSMUSG00000100221.6,4930532M18Rik,chr1,+,154255689,lincRNA
ENSMUSG00000064860.1,n-R5s220,chr1,-,154311408,rRNA
ENSMUSG00000100031.1,Gm18727,chr1,-,154323056,processed_pseudogene
ENSMUSG00000004110.16,Cacna1e,chr1,-,154390731,protein_coding
ENSMUSG00000101880.1,Gm29282,chr1,-,155011332,lincRNA
ENSMUSG00000101433.1,Gm29441,chr1,+,155031739,processed_pseudogene
ENSMUSG00000096950.2,Gm9530,chr1,-,155063447,lincRNA
ENSMUSG00000056708.5,Ier5,chr1,-,155096361,protein_coding
ENSMUSG00000026471.14,Mr1,chr1,-,155127277,protein_coding
ENSMUSG00000026470.14,Stx6,chr1,+,155158715,protein_coding
ENSMUSG00000104181.1,Gm8850,chr1,+,155179801,processed_pseudogene
ENSMUSG00000033722.9,BC034090,chr1,-,155212471,protein_coding
ENSMUSG00000103670.1,Gm37622,chr1,+,155231304,antisense
ENSMUSG00000026469.14,Xpr1,chr1,-,155275701,protein_coding
ENSMUSG00000093286.1,Gm22569,chr1,+,155315966,miRNA
ENSMUSG00000073535.5,Gm5532,chr1,-,155520173,lincRNA
ENSMUSG00000033701.13,Acbd6,chr1,+,155558120,protein_coding
ENSMUSG00000026468.14,Lhx4,chr1,-,155698031,protein_coding
ENSMUSG00000103180.1,Gm37089,chr1,+,155766146,processed_pseudogene
ENSMUSG00000033684.14,Qsox1,chr1,-,155776029,protein_coding
ENSMUSG00000102299.1,Gm37539,chr1,+,155789124,TEC
ENSMUSG00000102558.1,Gm37571,chr1,+,155818494,antisense
ENSMUSG00000033671.18,Cep350,chr1,-,155844964,protein_coding
ENSMUSG00000103717.1,Gm38038,chr1,+,155855449,processed_pseudogene
ENSMUSG00000103771.1,Gm36934,chr1,+,155864960,processed_pseudogene
ENSMUSG00000102837.1,Gm37383,chr1,-,155881802,TEC
ENSMUSG00000077419.1,Gm23744,chr1,+,155954574,snRNA
ENSMUSG00000102833.1,Gm9694,chr1,+,155973318,TEC
ENSMUSG00000026466.16,Tor1aip1,chr1,-,156004599,protein_coding
ENSMUSG00000102964.1,9430034N14Rik,chr1,-,156026223,TEC
ENSMUSG00000050565.16,Tor1aip2,chr1,+,156035403,protein_coding
ENSMUSG00000015484.3,Fam163a,chr1,-,156075966,protein_coding
ENSMUSG00000102932.1,Gm38113,chr1,-,156227093,processed_pseudogene
ENSMUSG00000060985.15,Tdrd5,chr1,-,156255296,protein_coding
ENSMUSG00000102372.1,A430050A11Rik,chr1,-,156290102,TEC
ENSMUSG00000103705.1,4930518J20Rik,chr1,+,156303489,antisense
ENSMUSG00000026602.9,Nphs2,chr1,+,156310727,protein_coding
ENSMUSG00000026601.14,Axdnd1,chr1,-,156323509,protein_coding
ENSMUSG00000078193.2,Gm2000,chr1,+,156366040,protein_coding
ENSMUSG00000026600.12,Soat1,chr1,-,156424525,protein_coding
ENSMUSG00000103199.1,Gm37648,chr1,+,156455290,TEC
ENSMUSG00000101523.1,Gm10031,chr1,+,156524012,protein_coding
ENSMUSG00000026596.13,Abl2,chr1,+,156558786,protein_coding
ENSMUSG00000104293.1,Gm38043,chr1,+,156583108,TEC
ENSMUSG00000060519.11,Tor3a,chr1,-,156653617,protein_coding
ENSMUSG00000033557.17,Fam20b,chr1,-,156678532,protein_coding
ENSMUSG00000102961.1,Gm19918,chr1,+,156678545,TEC
ENSMUSG00000046057.4,Gm15428,chr1,+,156793512,processed_pseudogene
ENSMUSG00000026594.14,Ralgps2,chr1,-,156804166,protein_coding
ENSMUSG00000101964.1,Gm28693,chr1,-,156835287,transcribed_processed_pseudogene
ENSMUSG00000033544.6,Angptl1,chr1,+,156838562,protein_coding
ENSMUSG00000103303.1,Gm37802,chr1,-,156856217,TEC
ENSMUSG00000102960.1,Gm37943,chr1,-,156872177,TEC
ENSMUSG00000101905.1,4930439D14Rik,chr1,+,156939838,antisense
ENSMUSG00000101768.1,Gm28694,chr1,-,156972760,lincRNA
ENSMUSG00000103325.1,Gm10531,chr1,+,157043547,TEC
ENSMUSG00000026592.13,Tex35,chr1,-,157099139,protein_coding
ENSMUSG00000109913.1,Gm30694,chr1,+,157118948,unitary_pseudogene
ENSMUSG00000070565.11,Rasal2,chr1,-,157135182,protein_coding
ENSMUSG00000102326.1,Gm37788,chr1,-,157347339,TEC
ENSMUSG00000102391.1,Gm37578,chr1,-,157354474,TEC
ENSMUSG00000087632.1,Gm6058,chr1,-,157383931,processed_pseudogene
ENSMUSG00000103808.1,Gm37060,chr1,-,157404325,TEC
ENSMUSG00000049881.13,2810025M15Rik,chr1,+,157412352,transcribed_processed_pseudogene
ENSMUSG00000033488.11,Cryzl2,chr1,+,157458577,protein_coding
ENSMUSG00000087093.2,Gm15486,chr1,-,157497931,antisense
ENSMUSG00000026589.14,Sec16b,chr1,+,157506728,protein_coding
ENSMUSG00000103021.1,Gm37682,chr1,+,157596306,processed_pseudogene
ENSMUSG00000103501.1,Gm7412,chr1,-,157600811,processed_pseudogene
ENSMUSG00000102245.1,Gm37713,chr1,+,157621272,processed_pseudogene
ENSMUSG00000103962.1,Gm38213,chr1,-,157621964,processed_pseudogene
ENSMUSG00000102789.1,Gm38256,chr1,+,157940385,TEC
ENSMUSG00000004031.13,Brinp2,chr1,-,158245269,protein_coding
ENSMUSG00000026587.15,Astn1,chr1,+,158362273,protein_coding
ENSMUSG00000103762.1,Gm37861,chr1,+,158375936,TEC
ENSMUSG00000103971.1,Gm37679,chr1,-,158485032,antisense
ENSMUSG00000070103.2,Mir488,chr1,+,158505625,miRNA
ENSMUSG00000102508.1,Gm37367,chr1,+,158534807,TEC
ENSMUSG00000102618.1,Gm37848,chr1,-,158548864,TEC
ENSMUSG00000073530.11,Pappa2,chr1,-,158711727,protein_coding
ENSMUSG00000047661.9,1600012P17Rik,chr1,-,158967701,lincRNA
ENSMUSG00000104014.1,4930562F17Rik,chr1,+,159134272,lincRNA
ENSMUSG00000061992.2,Gm4953,chr1,-,159168160,processed_pseudogene
ENSMUSG00000104169.1,Gm7430,chr1,-,159209135,unprocessed_pseudogene
ENSMUSG00000040782.12,Cop1,chr1,+,159232320,protein_coding
ENSMUSG00000103572.1,Gm37115,chr1,+,159235710,TEC
ENSMUSG00000103186.1,Gm37088,chr1,-,159337414,TEC
ENSMUSG00000089536.1,Scarna3a,chr1,+,159340283,scaRNA
ENSMUSG00000105399.1,Mir1843b,chr1,+,159340358,miRNA
ENSMUSG00000103289.1,Gm31256,chr1,+,159378404,processed_pseudogene
ENSMUSG00000103389.1,Gm37757,chr1,+,159428960,processed_pseudogene
ENSMUSG00000015829.13,Tnr,chr1,+,159523769,protein_coding
ENSMUSG00000103225.1,Gm37731,chr1,+,159595148,TEC
ENSMUSG00000073528.7,Gm10530,chr1,+,159614749,processed_transcript
ENSMUSG00000103719.1,Gm38039,chr1,-,159928390,antisense
ENSMUSG00000088145.1,Gm24719,chr1,-,159983496,snoRNA
ENSMUSG00000104111.1,Gm37294,chr1,-,160041701,lincRNA
ENSMUSG00000090394.8,4930523C07Rik,chr1,+,160044382,protein_coding
ENSMUSG00000026729.9,4930562F07Rik,chr1,-,160074735,lincRNA
ENSMUSG00000026725.17,Tnn,chr1,-,160085029,protein_coding
ENSMUSG00000058267.13,Mrps14,chr1,+,160195215,protein_coding
ENSMUSG00000014226.10,Cacybp,chr1,-,160202367,protein_coding
ENSMUSG00000103006.1,4933417C20Rik,chr1,+,160212943,TEC
ENSMUSG00000026721.16,Rabgap1l,chr1,-,160219174,protein_coding
ENSMUSG00000104302.1,Gm36975,chr1,+,160264324,antisense
ENSMUSG00000089204.1,Mir1927,chr1,-,160295864,miRNA
ENSMUSG00000103522.1,9430087J23Rik,chr1,-,160315344,TEC
ENSMUSG00000103693.1,Gm37529,chr1,-,160321686,sense_intronic
ENSMUSG00000104026.1,Gm37212,chr1,-,160570161,TEC
ENSMUSG00000104020.1,Gm37215,chr1,-,160589882,TEC
ENSMUSG00000103391.1,Gm38302,chr1,-,160604115,TEC
ENSMUSG00000103432.1,6720464F23Rik,chr1,-,160608955,TEC
ENSMUSG00000077759.1,Gm23528,chr1,+,160645573,snoRNA
ENSMUSG00000102172.1,Gm37873,chr1,-,160648023,TEC
ENSMUSG00000103200.1,Gm37328,chr1,-,160726042,sense_intronic
ENSMUSG00000103632.1,Gm38329,chr1,-,160727734,TEC
ENSMUSG00000104053.1,Gm38126,chr1,+,160755687,TEC
ENSMUSG00000102852.1,Gm37083,chr1,+,160798682,lincRNA
ENSMUSG00000103631.1,Gm38060,chr1,+,160839168,lincRNA
ENSMUSG00000077648.1,Gm24988,chr1,-,160876202,snoRNA
ENSMUSG00000057499.3,Gm6177,chr1,+,160893120,processed_pseudogene
ENSMUSG00000040423.10,Rc3h1,chr1,+,160906418,protein_coding
ENSMUSG00000103343.1,Gm37052,chr1,+,160910789,TEC
ENSMUSG00000103846.1,Gm37809,chr1,+,160913472,TEC
ENSMUSG00000103739.1,Gm37653,chr1,+,160915324,TEC
ENSMUSG00000026715.12,Serpinc1,chr1,+,160978585,protein_coding
ENSMUSG00000103222.1,Gm37729,chr1,+,160985758,TEC
ENSMUSG00000103680.1,Gm37072,chr1,-,161001009,TEC
ENSMUSG00000043467.19,Zbtb37,chr1,-,161002922,protein_coding
ENSMUSG00000104016.1,Gm37362,chr1,+,161030582,antisense
ENSMUSG00000053332.13,Gas5,chr1,+,161034422,processed_transcript
ENSMUSG00000064440.1,Gm26224,chr1,+,161035394,snoRNA
ENSMUSG00000080463.1,Gm22489,chr1,+,161035850,snoRNA
ENSMUSG00000064816.1,Gm22357,chr1,+,161036057,snoRNA
ENSMUSG00000084667.1,Gm23212,chr1,+,161036682,snoRNA
ENSMUSG00000077220.1,Snord78,chr1,+,161036984,snoRNA
ENSMUSG00000065160.1,Mir5117,chr1,+,161037356,snoRNA
ENSMUSG00000065735.1,Snord80,chr1,+,161037601,snoRNA
ENSMUSG00000105780.1,Snord80,chr1,+,161037604,snoRNA
ENSMUSG00000064968.1,Snord47,chr1,+,161038082,snoRNA
ENSMUSG00000065228.1,Gm25789,chr1,+,161038308,snoRNA
ENSMUSG00000026709.10,Dars2,chr1,-,161040601,protein_coding
ENSMUSG00000102864.1,Gm37634,chr1,+,161040620,antisense
ENSMUSG00000026708.16,Cenpl,chr1,+,161070713,protein_coding
ENSMUSG00000026705.16,Klhl20,chr1,-,161088375,protein_coding
ENSMUSG00000044835.15,Ankrd45,chr1,+,161142691,protein_coding
ENSMUSG00000049160.15,Tex50,chr1,-,161154558,protein_coding
ENSMUSG00000102817.2,Gm6185,chr1,+,161176936,transcribed_unprocessed_pseudogene
ENSMUSG00000026701.15,Prdx6,chr1,-,161240112,protein_coding
ENSMUSG00000104163.1,Gm19057,chr1,-,161297818,processed_pseudogene
ENSMUSG00000026700.4,Tnfsf4,chr1,+,161395409,protein_coding
ENSMUSG00000066755.2,Tnfsf18,chr1,+,161494655,protein_coding
ENSMUSG00000089353.1,Gm25488,chr1,-,161552549,rRNA
ENSMUSG00000102860.1,Gm37638,chr1,+,161713705,TEC
ENSMUSG00000040323.13,Gm15429,chr1,-,161726242,processed_pseudogene
ENSMUSG00000102399.1,Gm5049,chr1,+,161746056,processed_pseudogene
ENSMUSG00000000817.10,Fasl,chr1,-,161780689,protein_coding
ENSMUSG00000103625.1,Gm37357,chr1,-,161811045,TEC
ENSMUSG00000040297.12,Suco,chr1,-,161816114,protein_coding
ENSMUSG00000102254.1,Gm7496,chr1,+,161821865,processed_pseudogene
ENSMUSG00000103158.5,Gm31925,chr1,+,161890458,lincRNA
ENSMUSG00000086277.2,4930558K02Rik,chr1,-,161942086,protein_coding
ENSMUSG00000026698.8,Pigc,chr1,+,161969186,protein_coding
ENSMUSG00000103393.1,Gm38304,chr1,+,161969200,antisense
ENSMUSG00000040265.16,Dnm3,chr1,-,161982453,protein_coding
ENSMUSG00000090260.1,2810442N19Rik,chr1,+,162004969,antisense
ENSMUSG00000102994.1,Gm37767,chr1,-,162086635,TEC
ENSMUSG00000078190.7,Dnm3os,chr1,+,162217623,antisense
ENSMUSG00000070126.1,Mir199a-2,chr1,+,162217814,miRNA
ENSMUSG00000065516.1,Mir214,chr1,+,162223368,miRNA
ENSMUSG00000089933.1,Gm16101,chr1,+,162316092,processed_pseudogene
ENSMUSG00000066752.4,Gm10176,chr1,+,162477680,TEC
ENSMUSG00000026694.19,Mettl13,chr1,-,162532127,protein_coding
ENSMUSG00000026696.15,Vamp4,chr1,+,162570515,protein_coding
ENSMUSG00000091743.2,Gm5705,chr1,-,162628357,processed_pseudogene
ENSMUSG00000026697.10,Myoc,chr1,+,162639155,protein_coding
ENSMUSG00000091060.2,Myocos,chr1,-,162647193,protein_coding
ENSMUSG00000040225.15,Prrc2c,chr1,-,162670725,protein_coding
ENSMUSG00000098259.1,Gm27616,chr1,-,162674158,miRNA
ENSMUSG00000026692.12,Fmo4,chr1,-,162793188,protein_coding
ENSMUSG00000040181.14,Fmo1,chr1,-,162829561,protein_coding
ENSMUSG00000040170.13,Fmo2,chr1,-,162874317,protein_coding
ENSMUSG00000095576.5,Fmo6,chr1,-,162916551,protein_coding
ENSMUSG00000026691.10,Fmo3,chr1,-,162953800,protein_coding
ENSMUSG00000103288.1,Gm37273,chr1,+,162983014,antisense
ENSMUSG00000071890.4,Mroh9,chr1,-,163024302,protein_coding
ENSMUSG00000077608.1,Gm22671,chr1,-,163054818,snoRNA
ENSMUSG00000103102.1,Gm37049,chr1,+,163108993,TEC
ENSMUSG00000089174.1,Gm22434,chr1,+,163118227,snoRNA
ENSMUSG00000026586.16,Prrx1,chr1,-,163245119,protein_coding
ENSMUSG00000092188.1,Gm20471,chr1,+,163280356,antisense
ENSMUSG00000096984.1,Gm26523,chr1,-,163301790,lincRNA
ENSMUSG00000103195.1,Gm37644,chr1,-,163306798,TEC
ENSMUSG00000040124.5,Gorab,chr1,-,163384908,protein_coding
ENSMUSG00000088951.1,Gm24940,chr1,+,163402283,snRNA
ENSMUSG00000101869.1,Gm29500,chr1,+,163607377,lincRNA
ENSMUSG00000102117.1,Rpsa-ps1,chr1,+,163623793,processed_pseudogene
ENSMUSG00000040113.14,Mettl11b,chr1,-,163702256,protein_coding
ENSMUSG00000089700.1,Gm2343,chr1,+,163729569,processed_pseudogene
ENSMUSG00000026585.13,Kifap3,chr1,+,163779583,protein_coding
ENSMUSG00000026584.14,Scyl3,chr1,+,163929100,protein_coding
ENSMUSG00000041406.14,BC055324,chr1,-,163945993,protein_coding
ENSMUSG00000041396.13,Mettl18,chr1,+,163994889,protein_coding
ENSMUSG00000103960.1,Gm37119,chr1,+,164031960,processed_pseudogene
ENSMUSG00000026582.6,Sele,chr1,+,164048234,protein_coding
ENSMUSG00000026581.14,Sell,chr1,+,164061982,protein_coding
ENSMUSG00000026580.16,Selp,chr1,+,164115264,protein_coding
ENSMUSG00000090081.1,Gm16587,chr1,-,164143432,antisense
ENSMUSG00000086593.2,Gm16548,chr1,-,164148591,lincRNA
ENSMUSG00000026579.8,F5,chr1,+,164151838,protein_coding
ENSMUSG00000089790.1,Gm16588,chr1,+,164166579,processed_pseudogene
ENSMUSG00000040918.12,Slc19a2,chr1,+,164249046,protein_coding
ENSMUSG00000026578.6,Ccdc181,chr1,+,164275585,protein_coding
ENSMUSG00000026577.13,Blzf1,chr1,-,164289800,protein_coding
ENSMUSG00000026575.15,Nme7,chr1,+,164304121,protein_coding
ENSMUSG00000103493.1,Gm37411,chr1,+,164424713,TEC
ENSMUSG00000026576.12,Atp1b1,chr1,-,164437109,protein_coding
ENSMUSG00000104011.1,Gm32391,chr1,+,164462442,lincRNA
ENSMUSG00000103226.1,Gm37732,chr1,+,164489060,processed_pseudogene
ENSMUSG00000097281.2,Gm26685,chr1,+,164503309,lincRNA
ENSMUSG00000102389.1,D630023O14Rik,chr1,+,164575455,TEC
ENSMUSG00000103383.1,Gm37754,chr1,+,164631757,lincRNA
ENSMUSG00000102897.1,Gm37853,chr1,-,164640953,lincRNA
ENSMUSG00000102761.1,Gm37184,chr1,+,164681982,lincRNA
ENSMUSG00000102163.1,Gm36945,chr1,-,164705419,lincRNA
ENSMUSG00000026574.5,Dpt,chr1,+,164796644,protein_coding
ENSMUSG00000103659.1,Gm32569,chr1,-,164803969,antisense
ENSMUSG00000104117.5,Gm20743,chr1,+,164863133,processed_transcript
ENSMUSG00000103320.1,Gm37403,chr1,-,164872833,TEC
ENSMUSG00000026573.7,Xcl1,chr1,-,164931644,protein_coding
ENSMUSG00000101189.1,1700029M03Rik,chr1,+,164960921,lincRNA
ENSMUSG00000080561.1,Gm26042,chr1,+,165024345,miRNA
ENSMUSG00000102408.1,4930568G15Rik,chr1,-,165064024,lincRNA
ENSMUSG00000026572.11,Tbx19,chr1,-,165137855,protein_coding
ENSMUSG00000089967.1,Gm16550,chr1,-,165148824,processed_pseudogene
ENSMUSG00000040848.11,Sft2d2,chr1,-,165174337,protein_coding
ENSMUSG00000040843.10,Tiprl,chr1,-,165212286,protein_coding
ENSMUSG00000102302.1,Gm38190,chr1,-,165230371,sense_intronic
ENSMUSG00000040836.15,Gpr161,chr1,+,165295789,protein_coding
ENSMUSG00000026571.12,Dcaf6,chr1,-,165328698,protein_coding
ENSMUSG00000104427.1,Gm38368,chr1,+,165379519,TEC
ENSMUSG00000089299.1,Gm24637,chr1,+,165440625,snoRNA
ENSMUSG00000102401.1,Gm37864,chr1,-,165451555,sense_intronic
ENSMUSG00000026568.6,Mpc2,chr1,+,165460637,protein_coding
ENSMUSG00000103763.1,Gm37860,chr1,+,165467500,TEC
ENSMUSG00000026567.16,Adcy10,chr1,+,165485183,protein_coding
ENSMUSG00000103059.1,Gm18186,chr1,+,165493422,processed_pseudogene
ENSMUSG00000103583.1,Gm38325,chr1,-,165493791,antisense
ENSMUSG00000087886.1,Gm23599,chr1,-,165497999,misc_RNA
ENSMUSG00000089291.1,Gm23208,chr1,-,165571850,snoRNA
ENSMUSG00000104474.1,Gm38210,chr1,+,165585183,TEC
ENSMUSG00000026566.15,Mpzl1,chr1,-,165592240,protein_coding
ENSMUSG00000103098.1,Gm37559,chr1,-,165613059,processed_pseudogene
ENSMUSG00000104517.1,Gm18407,chr1,-,165643899,processed_pseudogene
ENSMUSG00000040723.14,Rcsd1,chr1,-,165646516,protein_coding
ENSMUSG00000105249.1,Gm44458,chr1,+,165694765,miRNA
ENSMUSG00000103686.1,Gm37073,chr1,+,165721556,lincRNA
ENSMUSG00000103242.1,Gm34767,chr1,-,165734600,processed_pseudogene
ENSMUSG00000040713.12,Creg1,chr1,+,165763746,protein_coding
ENSMUSG00000104306.1,Gm36972,chr1,-,165775868,lincRNA
ENSMUSG00000089829.2,Gm16565,chr1,+,165781075,processed_transcript
ENSMUSG00000088618.1,Gm24808,chr1,-,165785834,rRNA
ENSMUSG00000005763.15,Cd247,chr1,+,165788681,protein_coding
ENSMUSG00000094394.1,Gm23402,chr1,-,165809636,snRNA
ENSMUSG00000102363.1,Gm32999,chr1,-,165844047,TEC
ENSMUSG00000103768.1,Gm37856,chr1,-,165845087,TEC
ENSMUSG00000102154.1,Gm37469,chr1,-,165848155,antisense
ENSMUSG00000026565.18,Pou2f1,chr1,-,165865154,protein_coding
ENSMUSG00000099008.1,Gm17976,chr1,+,165941618,processed_pseudogene
ENSMUSG00000097196.2,Gm26665,chr1,+,166002960,lincRNA
ENSMUSG00000102890.1,Gm7626,chr1,-,166043339,processed_pseudogene
ENSMUSG00000102484.1,Gm37923,chr1,+,166092415,lincRNA
ENSMUSG00000026564.9,Dusp27,chr1,-,166098148,protein_coding
ENSMUSG00000000544.14,Gpa33,chr1,+,166130238,protein_coding
ENSMUSG00000040629.8,Mael,chr1,-,166201201,protein_coding
ENSMUSG00000040612.13,Ildr2,chr1,+,166254139,protein_coding
ENSMUSG00000091393.1,5330438I03Rik,chr1,-,166306741,antisense
ENSMUSG00000103400.2,Gm15853,chr1,-,166377878,antisense
ENSMUSG00000026563.13,Tada1,chr1,+,166379097,protein_coding
ENSMUSG00000040596.15,Pogk,chr1,-,166384622,protein_coding
ENSMUSG00000084093.1,Gm16418,chr1,-,166431705,processed_pseudogene
ENSMUSG00000104194.1,Gm33354,chr1,-,166448252,TEC
ENSMUSG00000086056.1,Gm4846,chr1,-,166483613,protein_coding
ENSMUSG00000096172.1,Gm22992,chr1,+,166620362,miRNA
ENSMUSG00000051081.7,Gm4847,chr1,-,166628971,protein_coding
ENSMUSG00000026560.13,Fmo9,chr1,-,166662055,protein_coding
ENSMUSG00000085841.1,Gm4954,chr1,+,166762145,processed_pseudogene
ENSMUSG00000103073.1,Gm37904,chr1,-,166798528,processed_pseudogene
ENSMUSG00000086925.1,Gm6286,chr1,-,166945597,processed_pseudogene
ENSMUSG00000102548.1,Gm16701,chr1,-,166974023,lincRNA
ENSMUSG00000097823.2,Gm16701,chr1,-,166998295,lincRNA
ENSMUSG00000060568.14,Fam78b,chr1,+,167001417,protein_coding
ENSMUSG00000102870.1,Gm17868,chr1,+,167141155,unprocessed_pseudogene
ENSMUSG00000103333.1,Gm37994,chr1,-,167185980,processed_pseudogene
ENSMUSG00000026558.13,Uck2,chr1,-,167222883,protein_coding
ENSMUSG00000103139.1,Gm37982,chr1,+,167242457,antisense
ENSMUSG00000102909.1,Gm2453,chr1,+,167285068,lincRNA
ENSMUSG00000098379.1,Mir6347,chr1,+,167290125,miRNA
ENSMUSG00000102337.1,Gm37232,chr1,-,167296033,processed_pseudogene
ENSMUSG00000052428.10,Tmco1,chr1,+,167308378,protein_coding
ENSMUSG00000088246.1,Gm25911,chr1,-,167340369,miRNA
ENSMUSG00000095752.1,Gm24182,chr1,+,167349025,snRNA
ENSMUSG00000026687.14,Aldh9a1,chr1,+,167349991,protein_coding
ENSMUSG00000026688.5,Mgst3,chr1,-,167371966,protein_coding
ENSMUSG00000040485.5,Lrrc52,chr1,-,167445669,protein_coding
ENSMUSG00000015843.10,Rxrg,chr1,+,167598384,protein_coding
ENSMUSG00000026686.14,Lmx1a,chr1,+,167689237,protein_coding
ENSMUSG00000093538.2,Gm20711,chr1,+,168004139,antisense
ENSMUSG00000052534.15,Pbx1,chr1,-,168119364,protein_coding
ENSMUSG00000103780.1,Gm37524,chr1,-,168335980,TEC
ENSMUSG00000102594.1,Gm38381,chr1,-,168348534,TEC
ENSMUSG00000098407.1,Mir6348,chr1,+,168490643,miRNA
ENSMUSG00000103463.1,1700063I16Rik,chr1,-,168675272,TEC
ENSMUSG00000098829.1,Mir6354,chr1,-,169018974,miRNA
ENSMUSG00000103530.1,Gm37839,chr1,-,169328529,lincRNA
ENSMUSG00000058622.1,Gm5265,chr1,-,169453528,processed_pseudogene
ENSMUSG00000026683.14,Nuf2,chr1,-,169497934,protein_coding
ENSMUSG00000103526.1,Gm18900,chr1,-,169591549,processed_pseudogene
ENSMUSG00000103267.1,Gm36980,chr1,-,169595784,processed_pseudogene
ENSMUSG00000026678.10,Rgs5,chr1,+,169655501,protein_coding
ENSMUSG00000038530.11,Rgs4,chr1,-,169741477,protein_coding
ENSMUSG00000096772.1,Gm22114,chr1,-,169799450,snRNA
ENSMUSG00000103110.1,Gm37586,chr1,+,169853548,unprocessed_pseudogene
ENSMUSG00000070532.5,Ccdc190,chr1,+,169928648,protein_coding
ENSMUSG00000089990.1,Gm15852,chr1,-,169932698,processed_transcript
ENSMUSG00000026675.12,Hsd17b7,chr1,-,169949535,protein_coding
ENSMUSG00000097503.2,3110045C21Rik,chr1,+,169969409,antisense
ENSMUSG00000026674.9,Ddr2,chr1,-,169972307,protein_coding
ENSMUSG00000026670.15,Uap1,chr1,-,170141938,protein_coding
ENSMUSG00000104266.1,Gm37748,chr1,+,170175180,lincRNA
ENSMUSG00000103908.1,Gm37502,chr1,-,170175382,lincRNA
ENSMUSG00000026667.14,Uhmk1,chr1,-,170193420,protein_coding
ENSMUSG00000044306.4,4930500M09Rik,chr1,+,170214860,antisense
ENSMUSG00000073494.5,Sh2d1b2,chr1,+,170232749,protein_coding
ENSMUSG00000096964.1,Gm6345,chr1,-,170254049,transcribed_unprocessed_pseudogene
ENSMUSG00000102418.1,Sh2d1b1,chr1,+,170277320,protein_coding
ENSMUSG00000102752.1,Gm7694,chr1,-,170298199,protein_coding
ENSMUSG00000038473.14,Nos1ap,chr1,-,170302668,protein_coding
ENSMUSG00000042800.5,Spata46,chr1,+,170308803,protein_coding
ENSMUSG00000102193.1,Gm7299,chr1,+,170630921,processed_pseudogene
ENSMUSG00000038463.8,Olfml2b,chr1,+,170644532,protein_coding
ENSMUSG00000026663.6,Atf6,chr1,-,170704674,protein_coding
ENSMUSG00000096310.1,Gm23523,chr1,-,170751717,snRNA
ENSMUSG00000096547.1,Gm25235,chr1,-,170832765,snRNA
ENSMUSG00000053925.4,Gm9929,chr1,+,170868645,processed_transcript
ENSMUSG00000026659.13,Dusp12,chr1,-,170873498,protein_coding
ENSMUSG00000096968.1,Gm26620,chr1,+,170885065,protein_coding
ENSMUSG00000070524.1,Fcrlb,chr1,-,170907273,protein_coding
ENSMUSG00000038421.13,Fcrla,chr1,-,170917576,protein_coding
ENSMUSG00000089838.1,Gm2962,chr1,-,170925309,processed_pseudogene
ENSMUSG00000104386.1,Gm37030,chr1,+,170935771,processed_pseudogene
ENSMUSG00000026656.15,Fcgr2b,chr1,-,170958617,protein_coding
ENSMUSG00000103676.1,Gm38204,chr1,+,170973373,antisense
ENSMUSG00000104340.1,Gm10522,chr1,+,170981944,lincRNA
ENSMUSG00000059089.4,Fcgr4,chr1,+,171018920,protein_coding
ENSMUSG00000065905.1,Gm26110,chr1,+,171027965,snRNA
